BCB,103,1
BCB,108,0.25028544
BCB,119,0.3856
BCB,121,0.26242656000000003
BCB,124,0.5136000000000003
BCB,G4,0.375
BCB,B103,0.27807000003611126
BCL,103,0.5760527933960076
BCL,108,0.13286536622997203
BCL,119,0.08465483233299366
BCL,121,0.04714639420263322
BCL,124,0.10322108451972657
BCL,G4,0.38073031501474497
BCL,B103,0.021630127538105278
BCP,103,1
BCP,108,1
BCP,119,0.3989799446810762
BCP,121,0.23605964087135425
BCP,124,0.6559486537027998
BCP,G4,0.375
BCP,B103,0.18701124974959565
BLU,103,0.4136985600000001
BLU,108,0.18397536000000006
BLU,119,0.19361632000000004
BLU,121,0.08015712000000001
BLU,124,0.34184543999999994
BLU,G4,0.38164575999999995
BLU,B103,0.24571898832574587
BSF,103,0.9176443171728017
BSF,108,0.19148359374999993
BSF,119,0.10411165295358812
BSF,121,0.18490782512001777
BSF,124,0.10483762117452634
BSF,G4,0.37936220954826483
BSF,B103,0.03260721336269948
BTH,103,0.055513599374411346
BTH,108,0.1984416117011441
BTH,119,0.14235844327781033
BTH,121,0.17007109375000004
BTH,124,0.30523169161231345
BTH,G4,0.39208984375
BTH,B103,0.08023725413576487
CAD,103,0.8377559936174113
CAD,108,0.22020476863240812
CAD,119,0.22506487198026687
CAD,121,0.31847073648872587
CAD,124,0.21513662094681488
CAD,G4,0.3794407304370878
CAD,B103,0.32112924726159325
CAT,103,0.375
CAT,108,0.375
CAT,119,0.375
CAT,121,0.375
CAT,124,1
CAT,G4,1
CAT,B103,0.375
CCC,103,0.2088375
CCC,108,0.14190521290545863
CCC,119,0.14382724611953132
CCC,121,0.20983465870201115
CCC,124,0.16565439093487472
CCC,G4,1
CCC,B103,0.0684759751574367
CFP,103,1
CFP,108,0.375
CFP,119,1
CFP,121,0.375
CFP,124,0.375
CFP,G4,1
CFP,B103,0.375
CFR,103,0.23962734375
CFR,108,0.19120468750000005
CFR,119,0.28547109375
CFR,121,0.2675335937500001
CFR,124,0.23742109375000003
CFR,G4,0.37562734374999995
CFR,B103,0.1668100860766297
CHA,103,1
CHA,108,1
CHA,119,0.375
CHA,121,1
CHA,124,0.375
CHA,G4,1
CHA,B103,1
CHR,103,0.5136000000000003
CHR,108,0.12538978505857462
CHR,119,0.12791387379448219
CHR,121,0.11662178010114516
CHR,124,0.2097244016913891
CHR,G4,1
CHR,B103,0.042690458575962716
CKW,103,0.0897132812499999
CKW,108,0.5080087029576611
CKW,119,0.2187541173860881
CKW,121,0.2174490032570308
CKW,124,0.21858729387196177
CKW,G4,0.7294645834138891
CKW,B103,0.5948421148616321
COL,103,0.277177364333646
COL,108,0.43659019470214844
COL,119,0.1986451610808313
COL,121,0.38417157812761776
COL,124,0.4094758106684463
COL,G4,1
COL,B103,0.39673599997908
CON,103,0.3775375000000001
CON,108,0.3105375
CON,121,0.25417500000000004
CON,124,0.25417500000000004
CON,G4,0.8235374999999999
CON,B103,0.3105375
DCR,103,1
DCR,108,1
DCR,119,1
DCR,121,0.375
DCR,124,1
DCR,G4,0.375
DCR,B103,0.375
DRP,103,0.027636287670780777
DRP,108,0.21928449392218488
DRP,119,0.24667935308111222
DRP,121,0.09334799568129036
DRP,124,0.3123780435469491
DRP,G4,0.5491770834599456
DRP,B103,0.49314219160825273
ER2,103,0.3153375000000001
ER2,108,0.375
ER2,119,1
ER2,121,0.8235374999999999
ER2,124,0.375
ER2,G4,1
ER2,B103,0.375
EUT,103,0.06290440926972156
EUT,108,0.834407336470434
EUT,119,0.128587850079519
EUT,121,0.18319398405987972
EUT,124,0.18218222303007567
EUT,G4,0.39566848168316365
EUT,B103,0.025158939119685312
FCP,103,1
FCP,108,1
FCP,119,1
FCP,121,0.21610405506490976
FCP,124,0.15232593517050727
FCP,G4,1
FCP,B103,0.10292227035439507
FHM,103,0.3760244690751589
FHM,108,0.3809908110297717
FHM,119,0.6587141880439347
FHM,121,0.19586147939243567
FHM,124,0.25656660772569273
FHM,G4,0.38073031501474497
FHM,B103,0.6529084980110459
GCR,103,0.7206870356806426
GCR,108,1
GCR,119,0.3073120746836807
GCR,121,0.2919141656118058
GCR,124,0.2591402148768227
GCR,G4,0.5491770834599456
GCR,B103,0.09657488766998726
HAM,103,0.25733693194246376
HAM,108,0.30709141461387485
HAM,119,0.30709141461387485
HAM,121,0.24821985939808264
HAM,124,0.3778772015244288
HAM,G4,0.3778772015244288
HAM,B103,0.24821985939808264
HEM,103,1
HEM,108,0.34022109375000004
HEM,119,0.356941552734375
HEM,121,0.34022109375
HEM,124,0.33947724609374996
HEM,G4,0.9503384020970522
HEM,B103,0.33836549344578654
HOL,103,0.8235374999999999
HOL,108,0.42459999999999987
HOL,119,0.1990375
HOL,121,0.4609375
HOL,124,0.12813750000000002
HOL,G4,0.375
HOL,B103,0.020287500000000003
HPC,103,0.529876708984375
HPC,108,0.33240995958770314
HPC,119,0.24395414282473973
HPC,121,0.17781455515182273
HPC,124,0.2566204800000001
HPC,G4,0.529876708984375
HPC,B103,0.13667498571192008
KAN,103,1
KAN,108,0.14888853280861292
KAN,119,0.06406374742715577
KAN,121,0.11808594981698874
KAN,124,0.18609183868575277
KAN,G4,0.4559622874241997
KAN,B103,0.03361523095461644
KNX,103,0.16191072
KNX,108,0.3591049599999999
KNX,119,0.14149728000000003
KNX,121,0.3149030400000001
KNX,124,0.33053536
KNX,G4,0.8552473599999999
KNX,B103,0.6245606399999999
LAW,103,0.9360437634378885
LAW,108,0.3512181689356665
LAW,119,0.41263324872265283
LAW,121,0.20189220225666685
LAW,124,0.19974999856979977
LAW,G4,0.9339512176527224
LAW,B103,0.21621803118933294
LCC,103,0.06747932987433602
LCC,108,0.21100049733031598
LCC,119,0.12635229700351902
LCC,121,0.2364981251734827
LCC,124,0.3451543245747024
LCC,G4,0.48788532237805227
LCC,B103,0.19054806524992643
LCN,103,0.375
LCN,108,0.375
LCN,119,0.375
LCN,121,0.9014315075925804
LCN,124,0.375
LCN,G4,0.375
LCN,B103,0.31869260997591126
LEE,103,0.3754350184574653
LEE,108,0.18097096214299344
LEE,119,0.1457680192416688
LEE,121,0.18652168775390693
LEE,124,0.13678412826839223
LEE,G4,0.4297034722506943
LEE,B103,0.01740627824073566
LHP,103,0.34022109375
LHP,108,0.9060648437499998
LHP,119,0.34022109375
LHP,121,0.36948984375000005
LHP,124,0.9060648437499998
LHP,G4,0.37562734374999995
LHP,B103,0.38081484374999997
LIL,103,0.09277413774896141
LIL,108,0.31105846528749215
LIL,119,0.09637947294623661
LIL,121,0.2731535986589222
LIL,124,0.1170636812420528
LIL,G4,0.3979081382898793
LIL,B103,0.0939508308437808
LL1,103,1
LL1,108,0.375
LL1,119,0.375
LL1,121,0.375
LL1,124,0.375
LL1,G4,1
LL1,B103,1
LL2,103,1
LL2,108,0.15229423501279007
LL2,119,0.12873984
LL2,121,0.09510904119774272
LL2,124,0.09867456000000004
LL2,G4,1
LL2,B103,0.05728744146979245
LL3,103,1
LL3,108,0.22804129013756289
LL3,119,0.11766704386296402
LL3,121,0.06060415888102846
LL3,124,0.0823076946261287
LL3,G4,1
LL3,B103,0.027882039627806946
LM1,103,0.63427734375
LM1,108,0.14483035791831989
LM1,119,0.23540878295898438
LM1,121,0.09688949584960938
LM1,124,0.2217809521194059
LM1,G4,0.38999104897070813
LM1,B103,0.06556645636539801
LM2,103,1
LM2,108,1
LM2,119,0.375
LM2,121,0.39208984375
LM2,124,0.3754350184574653
LM2,G4,1
LM2,B103,0.375
LM3,103,1
LM3,108,0.2876351079209609
LM3,119,1
LM3,121,0.3762849609729799
LM3,124,0.32690995009251395
LM3,G4,0.375
LM3,B103,0.375
LOC,103,1
LOC,108,0.9014315075925804
LOC,119,0.9490646864895604
LOC,121,0.3224510886526535
LOC,124,0.6631305929481445
LOC,G4,1
LOC,B103,0.3752044542958868
MAN,103,1
MAN,108,0.375
MAN,119,0.375
MAN,121,1
MAN,124,1
MAN,G4,1
MC1,103,0.375
MC1,108,0.7034664154052734
MC1,119,0.38136863708496094
MC1,121,0.11697959899902344
MC1,124,0.297454833984375
MC1,G4,0.8498337153729164
MC1,B103,0.06895065307617188
MC2,103,0.896343594008916
MC2,108,0.23534231311663234
MC2,119,0.21090316772460938
MC2,121,0.30110886379359825
MC2,124,0.28309342250541847
MC2,G4,0.4281663045362003
MC2,B103,0.09284244316405484
MC3,103,1
MC3,108,0.375
MC3,119,1
MC3,121,0.375
MC3,124,1
MC3,G4,1
MC3,B103,0.375
MLK,103,1
MLK,108,0.375
MLK,119,0.3198927083756943
MLK,121,0.3198927083756943
MLK,124,0.3198927083756943
MLK,G4,0.37675447917847227
MLK,B103,0.3198927083756943
MS1,103,1
MS1,108,0.375
MS1,119,0.23946761187795065
MS1,121,0.6789757346657984
MS1,124,0.375
MS1,G4,0.375
MS1,B103,1
MS2,103,0.375
MS2,108,0.375
MS2,119,0.375
MS2,121,0.375
MS2,124,1
MS2,G4,1
MS2,B103,0.375
MWR,103,1
MWR,108,0.17528928
MWR,119,0.16686528000000006
MWR,121,0.1218528
MWR,124,0.2545955200000001
MWR,G4,0.9239049599999999
MWR,B103,0.11800096000000006
NAG,103,0.37534369625448694
NAG,108,0.44038232533957966
NAG,121,0.4693234879525615
NAG,124,0.18400919239044172
NAG,G4,0.4609375
NAG,B103,0.22350735858026788
OFR,103,0.941653813892968
OFR,108,0.2922679449369329
OFR,119,0.12434493442672839
OFR,121,0.13184915102164324
OFR,124,0.35785295169120074
OFR,G4,0.8377559936174113
OFR,B103,0.058376312255859375
OSF,103,0.40335143904915605
OSF,108,0.5323210057313273
OSF,119,0.8936066051329048
OSF,121,0.8936066051329048
OSF,124,0.19722656294604246
OSF,G4,0.3758694369112942
OSF,B103,0.45485351532745355
PCB,103,0.24626769559671502
PCB,108,0.9192939775618753
PCB,119,0.18472200069456945
PCB,121,0.9585577182967533
PCB,124,0.1850120968070832
PCB,G4,1
PCB,B103,0.5520312880772433
PER,103,0.786224365234375
PER,108,0.38797966877147055
PER,119,0.18361157633614802
PER,121,0.2752743304754821
PER,124,0.18517007183824022
PER,G4,0.3856
PER,B103,0.2544053690106676
PET,103,0.32551909876305246
PET,108,0.422070577946566
PET,119,0.14156236125693294
PET,121,0.2160994072080402
PET,124,0.27688678389036475
PET,G4,0.5948421148616321
PET,B103,0.17977941484689883
PIA,103,1
PIA,108,0.375
PIA,119,1
PIA,121,0.375
PIA,124,0.375
PIA,G4,1
PIA,B103,1
PMQ,103,0.4376921649090453
PMQ,108,0.38249209772439846
PMQ,119,0.17109290652993953
PMQ,121,0.5831806057544013
PMQ,124,0.5745204128436109
PMQ,G4,0.3946729955737776
PMQ,B103,0.1628522662797179
POC,103,0.375
POC,108,0.375
POC,119,0.11172654810670525
POC,121,0.12270440122669307
POC,124,0.20893607268294273
POC,G4,1
PWP,103,0.2993141791163604
PWP,108,0.2807843477365882
PWP,119,0.16911580118724567
PWP,121,0.20339665837126514
PWP,124,0.21792980776171073
PWP,G4,0.3754350184574653
PWP,B103,0.054256996464774915
RCA,103,0.4356585571852805
RCA,108,0.1609023365728882
RCA,119,0.1032984375
RCA,121,0.1466324038446177
RCA,124,0.3856
RCA,G4,0.6687821771450566
RCA,B103,0.037758369185618916
RL,103,0.5907547189809309
RL,108,0.22188469806043312
RL,119,0.06830784
RL,121,0.05280749841170539
RL,124,0.1141136663534563
RL,G4,0.63427734375
RL,B103,0.09210834307777915
ROC,103,1
ROC,108,1
ROC,119,1
ROC,121,0.375
ROC,124,0.375
ROC,G4,1
ROC,B103,0.375
SAL,103,0.2006776639761671
SAL,108,0.20798967781044445
SAL,119,0.18042383408114984
SAL,121,0.24611400096311728
SAL,124,0.25907149175239236
SAL,G4,0.63427734375
SAL,B103,0.103397785631517
SAN,103,0.375
SAN,108,1
SAN,119,0.375
SAN,121,0.375
SAN,124,0.375
SAN,G4,0.375
SAN,B103,0.375
SCI,103,1
SCI,108,0.0625
SCI,119,1
SCI,121,0.375
SCI,124,1
SCI,G4,0.375
SCI,B103,0.375
SEL,103,1
SEL,108,0.26460000000000006
SEL,119,0.375
SEL,121,0.20640000000000008
SEL,124,1
SEL,G4,0.375
SEL,B103,0.17980000000000007
SFP,103,0.39064416
SFP,108,0.28160256
SFP,119,0.36843264000000014
SFP,121,0.20501087999999992
SFP,124,0.30147424000000006
SFP,G4,0.73810176
SFP,B103,0.3469756799999999
SHE,103,0.375
SHE,108,0.583810959448213
SHE,119,0.3032835937500001
SHE,121,0.806628203178051
SHE,124,0.12705003295581618
SHE,G4,0.8498337153729164
SHE,B103,0.118430481793426
SHO,103,1
SHO,108,0.10348891425411569
SHO,119,0.0856030864065455
SHO,121,0.2781151060759831
SHO,124,0.27281362232882417
SHO,G4,0.8907087123278421
SHO,B103,0.036873743290517284
STO,103,0.08380000000000003
STO,108,0.375
STO,119,0.12808481485555523
STO,121,0.487884521484375
STO,124,0.16540000000000005
STO,G4,0.4609375
STO,B103,0.38818359375
SU1,103,1
SU1,108,0.3709993056235845
SU1,119,0.5748797315415504
SU1,121,0.13079679519464874
SU1,124,0.23717022645703528
SU1,G4,0.3836744525657879
SU1,B103,0.13681324276336435
SUS,103,0.6179026845093337
SUS,108,0.2685329880743511
SUS,119,0.11884401508327719
SUS,121,0.14818858486292613
SUS,124,0.35564059723956437
SUS,G4,0.4005375
SUS,B103,0.12224764598281465
TAL,103,0.4971509657719618
TAL,108,0.2238771286589706
TAL,119,0.31790276560613506
TAL,121,1
TAL,124,0.21778808347008063
TAL,G4,0.40740888891111127
TAL,B103,0.5430127941904507
TER,103,0.11753359375
TER,108,0.12957576591662986
TER,119,0.11867288372862303
TER,121,0.2938769866560681
TER,124,0.1452042527505163
TER,G4,0.5258714943493541
TER,B103,0.04144245324397836
TUN,103,0.4849398437500001
TUN,108,0.16931279710348993
TUN,119,0.08985616997272856
TUN,121,0.032769531250000004
TUN,124,0.23265199504245387
TUN,G4,0.7513773437500002
TUN,B103,0.0655171875
TYG,103,1
TYG,108,0.375
TYG,119,0.6559486537027998
TYG,121,0.375
TYG,124,0.38916273350974384
TYG,G4,0.38916273350974384
TYG,B103,0.2542171172062718
WBF,103,0.09456242026701496
WBF,108,0.18808019023917344
WBF,119,0.2134187629647193
WBF,121,0.0968267346975365
WBF,124,0.1343109375000001
WBF,G4,0.40740888891111127
WBF,B103,0.031079821961017964
WDP,103,0.4268240478588966
WDP,108,0.37534369625448694
WDP,119,0.5331100454516569
WDP,121,0.2100966571542791
WDP,124,0.348726049561239
WDP,G4,1
WDP,B103,0.341092914893043
WEN,103,1
WEN,108,0.375
WEN,119,0.375
WEN,121,0.375
WEN,124,0.375
WEN,G4,1
WEN,B103,1
WES,103,0.9141072083363103
WES,108,0.18259565623762997
WES,119,0.15413209744706244
WES,121,0.061217353361456124
WES,124,0.21096563624582504
WES,G4,0.4335721949675139
WES,B103,0.11701769880927854
WSL,103,0.305919448149252
WSL,108,0.44180492666774857
WSL,119,0.136322021484375
WSL,121,0.06907805001228057
WSL,124,0.1371752206365037
WSL,G4,0.4825774346288165
WSL,B103,0.06254629231018013
